setting|ˈsetɪŋ|n.|设置；环境|Check your privacy settings first.|请先检查你的隐私设置。|科技与经济
notification|ˌnoʊtɪfɪˈkeɪʃn|n.|通知；提醒|I get too many notifications.|我收到太多通知了。|科技与经济
message|ˈmesɪdʒ|n.|消息；信息|I sent you a message.|我给你发了一条消息。|科技与经济
data|ˈdeɪtə|n.|数据；资料|We store data in the cloud.|我们把数据存储在云端。|科技与经济
cloud|klaʊd|n.|云端；云|Save your files to the cloud.|把你的文件保存到云端。|科技与经济
server|ˈsɜːrvər|n.|服务器|The server is down today.|服务器今天宕机了。|科技与经济
wireless|ˈwaɪərləs|adj.|无线的|I use a wireless headset.|我用的是无线耳机。|科技与经济
signal|ˈsɪɡnəl|n.|信号；讯号|The signal is very weak here.|这里信号很弱。|科技与经济
connect|kəˈnekt|v.|连接；联络|Connect your phone to Wi-Fi.|把你的手机连上无线网络。|科技与经济
access|ˈækses|v.|访问；存取|Students can access the database.|学生可以访问数据库。|科技与经济
install|ɪnˈstɔːl|v.|安装|Install the new app now.|现在安装这个新应用。|科技与经济
delete|dɪˈliːt|v.|删除|Delete that old file for me.|替我删除那个旧文件。|科技与经济
copy|ˈkɑːpi|v.|复制；拷贝|Please copy the link and send it.|请复制这个链接并发送。|科技与经济
save|seɪv|v.|保存；节省|Remember to save your work.|记得保存你的工作。|科技与经济
share|ʃer|v.|分享；共享|I will share my screen with you.|我会和你共享屏幕。|科技与经济
career|kəˈrɪr|n.|职业；生涯|She has a great career now.|她现在事业有成。|科技与经济
job|dʒɑːb|n.|工作；职位|I found a new job last week.|我上周找到了一份新工作。|科技与经济
interview|ˈɪntərvjuː|n.|面试；采访|I have an interview tomorrow.|我明天有一场面试。|科技与经济
resume|ˈrezə.meɪ|n.|简历|Send me your resume today.|今天把你的简历发给我。|科技与经济
hire|ˈhaɪər|v.|雇用；聘用|They want to hire more staff.|他们想招聘更多员工。|科技与经济
employ|ɪmˈplɔɪ|v.|雇用；使用|The firm employs fifty people.|这家公司雇用了五十人。|科技与经济
employee|ɪmˈplɔɪ.iː|n.|雇员；员工|Every employee gets a bonus.|每位员工都有奖金。|科技与经济
employer|ɪmˈplɔɪər|n.|雇主；老板|My employer is very friendly.|我的老板非常友善。|科技与经济
colleague|ˈkɑːliːɡ|n.|同事|I had lunch with my colleague.|我和同事一起吃了午餐。|科技与经济
manager|ˈmænɪdʒər|n.|经理；管理者|Ask the manager for help.|向经理寻求帮助。|科技与经济
team|tiːm|n.|团队；队伍|Our team works well together.|我们团队合作得很好。|科技与经济
meeting|ˈmiːtɪŋ|n.|会议；聚会|The meeting starts at nine.|会议九点开始。|科技与经济
deadline|ˈded.laɪn|n.|截止日期；最后期限|The deadline is next Friday.|截止日期是下周五。|科技与经济
task|tæsk|n.|任务；工作|Finish this task before noon.|在中午前完成这个任务。|科技与经济
project|ˈprɑːdʒekt|n.|项目；工程|We started a new project.|我们开始了一个新项目。|科技与经济
schedule|ˈskedʒuːl|n.|时间表；日程|My schedule is full this week.|我这周的日程排满了。|科技与经济
salary|ˈsæləri|n.|薪水；工资|The salary is quite good.|这份薪水相当不错。|科技与经济
income|ˈɪnkʌm|n.|收入；所得|His income increased this year.|他今年的收入增加了。|科技与经济
bonus|ˈboʊnəs|n.|奖金；红利|We received a big bonus.|我们收到了一大笔奖金。|科技与经济
promotion|prəˈmoʊʃn|n.|晋升；推广|She earned a well deserved promotion.|她获得了应得的晋升。|科技与经济
position|pəˈzɪʃn|n.|职位；位置|This position is a good fit.|这个职位很适合你。|科技与经济
office|ˈɔːfɪs|n.|办公室；办事处|I go to the office by train.|我坐火车去办公室。|科技与经济
workplace|ˈwɜːrk.pleɪs|n.|工作场所；职场|A healthy workplace boosts morale.|健康的工作环境提振士气。|科技与经济
training|ˈtreɪnɪŋ|n.|培训；训练|The training program starts today.|培训项目今天开始。|科技与经济
skill|skɪl|n.|技能；技巧|Communication is a key skill.|沟通是一项关键技能。|科技与经济
experience|ɪkˈspɪriəns|n.|经验；经历|She has rich work experience.|她有丰富的工作经验。|科技与经济
apply|əˈplaɪ|v.|申请；应用|I want to apply for this job.|我想申请这份工作。|科技与经济
recruit|rɪˈkruːt|v.|招聘；招募|We need to recruit new talent.|我们需要招募新人才。|科技与经济
company|ˈkʌmpəni|n.|公司；企业|My company is growing fast.|我的公司发展很快。|科技与经济
department|dɪˈpɑːrtmənt|n.|部门；系|He works in the IT department.|他在信息技术部门工作。|科技与经济
report|rɪˈpɔːrt|v.|报告；汇报|Please report the progress now.|请现在汇报一下进展。|科技与经济
presentation|ˌpriːzenˈteɪʃn|n.|演示；报告|Your presentation was impressive.|你的演示令人印象深刻。|科技与经济
efficiency|ɪˈfɪʃnsi|n.|效率；效能|We improved our working efficiency.|我们提高了工作效率。|科技与经济
perform|pərˈfɔːrm|v.|执行；表现|The team performs well under pressure.|这个团队在压力下表现很好。|科技与经济
achieve|əˈtʃiːv|v.|实现；达到|She achieved her yearly goals.|她实现了她的年度目标。|科技与经济
goal|ɡoʊl|n.|目标；目的|My goal is to finish early.|我的目标是提前完成。|科技与经济
plan|plæn|n.|计划；方案|What is your plan for tomorrow?|你明天的计划是什么？|科技与经济
evaluate|ɪˈvæljueɪt|v.|评估；评价|We evaluate performance every quarter.|我们每季度评估一次绩效。|科技与经济
cooperate|koʊˈɑːpəreɪt|v.|合作；协作|The two firms cooperate closely.|这两家公司密切合作。|科技与经济
communicate|kəˈmjuːnɪkeɪt|v.|沟通；交流|We communicate through email daily.|我们每天通过邮件沟通。|科技与经济
internship|ˈɪntɜːrnʃɪp|n.|实习；实习期|I got a summer internship offer.|我拿到了一份暑期实习录用通知。|科技与经济
office worker|ˈɔːfɪs ˈwɜːrkər|phr.|上班族|An office worker starts early.|上班族很早就开始工作。|科技与经济
business|ˈbɪznəs|n.|商业；生意|He runs a small business.|他经营一家小企业。|科技与经济
market|ˈmɑːrkɪt|n.|市场；股市|The market is very competitive.|市场竞争很激烈。|科技与经济
customer|ˈkʌstəmər|n.|顾客；客户|The customer is always right.|顾客永远是对的。|科技与经济
sale|seɪl|n.|销售；促销|This coat is on sale now.|这件外套现在打折。|科技与经济
profit|ˈprɑːfɪt|n.|利润；收益|The company made a huge profit.|这家公司赚了巨额利润。|科技与经济
cost|kɔːst|n.|成本；费用|The cost keeps going up.|成本一直在上涨。|科技与经济
budget|ˈbʌdʒɪt|n.|预算|We set a new budget this year.|我们今年制定了新预算。|科技与经济
advertisement|ˌædvərˈtaɪzmənt|n.|广告|The advertisement catches my eye.|这则广告吸引了我的注意。|科技与经济
brand|brænd|n.|品牌；商标|This brand is very famous.|这个品牌很有名。|科技与经济
price|praɪs|n.|价格；价钱|The price is a little high.|价格有点高。|科技与经济
product|ˈprɑːdʌkt|n.|产品；商品|Our new product is popular.|我们的新产品很受欢迎。|科技与经济
service|ˈsɜːrvɪs|n.|服务；服务项目|The service here is excellent.|这里的服务非常好。|科技与经济
order|ˈɔːrdər|n.|订单；命令|Your order will ship tomorrow.|你的订单明天发货。|科技与经济
refund|ˈriːfʌnd|n.|退款|I asked for a full refund.|我要求全额退款。|科技与经济
shop|ʃɑːp|n.|商店；店铺|The shop is open till nine.|这家店营业到九点。|科技与经济
purchase|ˈpɜːrtʃəs|v.|购买；采购|I plan to purchase a tablet.|我打算买一台平板电脑。|科技与经济
consumer|kənˈsuːmər|n.|消费者；顾客|Consumers love this new phone.|消费者很喜欢这款新手机。|科技与经济
compete|kəmˈpiːt|v.|竞争；对抗|We compete with foreign brands.|我们与外国品牌竞争。|科技与经济
quality|ˈkwɑːləti|n.|质量；品质|Quality matters more than price.|质量比价格更重要。|科技与经济
deal|diːl|n.|交易；协议|We closed a big deal today.|今天我们达成了一笔大交易。|科技与经济
contract|ˈkɑːntrækt|n.|合同；契约|Read the contract carefully.|仔细阅读这份合同。|科技与经济
negotiate|nɪˈɡoʊʃieɪt|v.|谈判；协商|We negotiate prices every month.|我们每月洽谈价格。|科技与经济
discount|ˈdɪskaʊnt|n.|折扣；优惠|We offer a ten percent discount.|我们提供九折优惠。|科技与经济
delivery|dɪˈlɪvəri|n.|配送；交付|Delivery takes three days.|配送需要三天。|科技与经济
transaction|trænˈzækʃn|n.|交易；处理|The transaction is complete now.|这笔交易现在完成了。|科技与经济
partnership|ˈpɑːrtnərʃɪp|n.|合作；合伙关系|We value our business partnership.|我们看重合作关系。|科技与经济
strategy|ˈstrætədʒi|n.|战略；策略|Our strategy is very clear.|我们的战略很明确。|科技与经济
demand|dɪˈmænd|n.|需求；要求|Demand for cars is rising.|汽车的需求在上升。|科技与经济
supply|səˈplaɪ|n.|供给；供应|Supply cannot meet demand.|供应无法满足需求。|科技与经济
launch|lɔːntʃ|v.|推出；发射|We will launch a new phone.|我们将推出一款新手机。|科技与经济
sales|seɪlz|n.|销售额；销售部|Sales grew by ten percent.|销售额增长了百分之十。|科技与经济
trade|treɪd|n.|贸易；交易|Trade between us is increasing.|我们之间的贸易在增长。|科技与经济
export|ˈekspɔːrt|n.|出口；输出|The country exports soybeans.|这个国家出口大豆。|科技与经济
import|ˈɪmpɔːrt|n.|进口；输入|We import coffee from Brazil.|我们从巴西进口咖啡。|科技与经济
warehouse|ˈwer.haʊs|n.|仓库；货仓|Goods sit in the warehouse.|货物存放在仓库里。|科技与经济
inventory|ˈɪnvəntɔːri|n.|库存；存货|We check inventory every week.|我们每周检查库存。|科技与经济
shipping|ˈʃɪpɪŋ|n.|运输；运送|Shipping costs are very high.|运输费用非常高。|科技与经济
pack|pæk|v.|打包；包装|Pack the boxes carefully.|小心地把箱子打包好。|科技与经济
retail|ˈriːteɪl|n.|零售|Retail sales are booming now.|零售业现在很繁荣。|科技与经济
wholesale|ˈhoʊl.seɪl|n.|批发|He buys goods at wholesale.|他以批发价购买商品。|科技与经济
discount store|ˈdɪskaʊnt stɔːr|phr.|折扣店|I like this discount store.|我喜欢这家折扣店。|科技与经济
finance|ˈfaɪnæns|n.|金融；财政|She works in finance.|她在金融行业工作。|科技与经济
invest|ɪnˈvest|v.|投资；投入|I invest in the stock market.|我投资于股票市场。|科技与经济
stock|stɑːk|n.|股票；存货|He bought some tech stocks.|他买了一些科技股。|科技与经济
fund|fʌnd|n.|基金；资金|We set up a new fund.|我们设立了一只新基金。|科技与经济
bank|bæŋk|n.|银行|I bank at that local branch.|我在那家本地分行办业务。|科技与经济
loan|loʊn|n.|贷款；借款|He took out a car loan.|他申请了一笔车贷。|科技与经济
debt|det|n.|债务；欠款|She paid off her debt.|她还清了她的债务。|科技与经济
interest|ˈɪntrəst|n.|利息；兴趣|The interest rate is low.|利率很低。|科技与经济
currency|ˈkɜːrənsi|n.|货币；通货|The currency is getting stronger.|这种货币正在走强。|科技与经济
money|ˈmʌni|n.|钱；金钱|Money cannot buy happiness.|金钱买不到幸福。|科技与经济
capital|ˈkæpɪtl|n.|资本；资金|We need more capital to grow.|我们需要更多资金来发展。|科技与经济
value|ˈvæljuː|n.|价值；数值|The value of gold rose.|黄金的价值上涨了。|科技与经济
risk|rɪsk|n.|风险；危险|Every investment has risk.|任何投资都有风险。|科技与经济
return|rɪˈtɜːrn|n.|回报；返还|Good products bring good returns.|好产品带来好回报。|科技与经济
savings|ˈseɪvɪŋz|n.|储蓄；存款|Her savings are in the bank.|她的存款存在银行里。|科技与经济
exchange|ɪksˈtʃeɪndʒ|n.|兑换；交流|The exchange rate changed today.|汇率今天发生了变化。|科技与经济
tax|tæks|n.|税；税收|Everyone must pay the tax.|每个人都必须纳税。|科技与经济
payment|ˈpeɪmənt|n.|付款；支付|Make the payment online today.|今天在网上付款吧。|科技与经济
balance|ˈbæləns|n.|余额；平衡|Check your account balance first.|先查一下你的账户余额。|科技与经济
bill|bɪl|n.|账单；票据|Please pay the electricity bill.|请付一下电费账单。|科技与经济
cash|kæʃ|n.|现金；现款|I paid for it in cash.|我用现金付了款。|科技与经济
check|tʃek|n.|支票；检查|He wrote me a check.|他给我开了一张支票。|科技与经济
credit|ˈkredɪt|n.|信用；信贷|My credit score is excellent.|我的信用评分极好。|科技与经济
insurance|ɪnˈʃʊrəns|n.|保险|Do you have health insurance?|你有健康保险吗？|科技与经济
economy|ɪˈkɑːnəmi|n.|经济；节约|The economy is improving slowly.|经济正在缓慢好转。|科技与经济
economic|ˌiːkəˈnɑːmɪk|adj.|经济的|Economic growth is steady now.|经济增长现在很稳定。|科技与经济
growth|ɡroʊθ|n.|增长；发展|The firm saw rapid growth.|这家公司实现了快速增长。|科技与经济
inflation|ɪnˈfleɪʃn|n.|通货膨胀|Inflation is out of control.|通货膨胀失控了。|科技与经济
investment|ɪnˈvestmənt|n.|投资|This is a smart investment.|这是一笔明智的投资。|科技与经济
loan approval|loʊn əˈpruːvl|phr.|贷款审批|The loan approval was fast.|贷款审批很快。|科技与经济
benefit|ˈbenɪfɪt|n.|福利；好处|Employees get good benefits.|员工享受良好福利。|科技与经济
wage|weɪdʒ|n.|工资；薪资|Wages rose this quarter.|本季度工资上涨了。|科技与经济
payment method|ˈpeɪmənt ˈmeθəd|phr.|付款方式|Choose your payment method.|选择你的付款方式。|科技与经济
start-up|ˈstɑːrt.ʌp|n.|初创公司|The start-up attracted investors.|这家初创公司吸引了投资者。|科技与经济
CEO|ˌsiː.iːˈoʊ|n.|首席执行官|The CEO gave a speech.|首席执行官发表了讲话。|科技与经济
entrepreneur|ˌɑːntrəprəˈnɜːr|n.|企业家；创业者|The entrepreneur built an app.|这位创业者开发了一款应用。|科技与经济
venture|ˈventʃər|n.|风险项目；企业|This venture has huge potential.|这个项目潜力巨大。|科技与经济
e-commerce|ˈiː.kɑːmɜːrs|n.|电子商务|E-commerce is growing every year.|电子商务每年都在增长。|科技与经济
platform|ˈplætfɔːrm|n.|平台；讲台|This platform has many users.|这个平台有很多用户。|科技与经济
subscription|səbˈskrɪpʃn|n.|订阅；订购|My subscription renews monthly.|我的订阅每月续费。|科技与经济
membership|ˈmembərʃɪp|n.|会员资格；会员|The membership fee is low.|会员费很低。|科技与经济
coupon|ˈkuːpɑːn|n.|优惠券|I have a ten dollar coupon.|我有一张十美元的优惠券。|科技与经济
gadget|ˈɡædʒɪt|n.|小装置；小玩意|This gadget helps me sleep.|这个小装置帮我入睡。|科技与经济
chip|tʃɪp|n.|芯片；碎片|The chip is very powerful.|这块芯片功能强大。|科技与经济
app|æp|n.|应用；应用程序|This app is free to use.|这个应用可以免费使用。|科技与经济
record|ˈrekərd|n.|记录；唱片|We keep records of sales.|我们保存销售记录。|科技与经济
agenda|əˈdʒendə|n.|议程；日程|The agenda has three items.|议程上有三个议题。|科技与经济
offer|ˈɔːfər|n.|录用；报价|She accepted the job offer.|她接受了这份工作录用。|科技与经济
candidate|ˈkændɪdeɪt|n.|候选人；应聘者|He is a strong candidate.|他是个强有力的候选人。|科技与经济
supervisor|ˈsuːpərvaɪzər|n.|主管；监工|Ask your supervisor for advice.|向你的主管寻求建议。|科技与经济
commerce|ˈkɑːmɜːrs|n.|商业；贸易|Commerce is important to cities.|商业对城市很重要。|科技与经济
industry|ˈɪndəstri|n.|行业；工业|The tech industry is booming.|科技行业正在蓬勃发展。|科技与经济
factory|ˈfæktəri|n.|工厂|The factory produces phones.|这家工厂生产手机。|科技与经济
manufacturing|ˌmænjuˈfæktʃərɪŋ|n.|制造业|Manufacturing needs more workers.|制造业需要更多工人。|科技与经济
scale|skeɪl|n.|规模；刻度|The project is on a large scale.|这个项目规模很大。|科技与经济
productivity|ˌproʊdʌkˈtɪvəti|n.|生产力；生产率|New tools improve productivity.|新工具提高生产率。|科技与经济
innovation|ˌɪnəˈveɪʃn|n.|创新；革新|Innovation drives the economy.|创新推动经济发展。|科技与经济
research|rɪˈsɜːrtʃ|n.|研究；调查|We do market research weekly.|我们每周做市场调查。|科技与经济
development|dɪˈveləpmənt|n.|开发；发展|The app is under development.|这款应用正在开发中。|科技与经济
distribution|ˌdɪstrɪˈbjuːʃn|n.|分销；分配|The distribution network is large.|分销网络很大。|科技与经济
marketing|ˈmɑːrkɪtɪŋ|n.|营销；推广|Marketing boosts our sales.|营销提升了我们的销售额。|科技与经济
revenue|ˈrevənuː|n.|收入；营收|Revenue increased last year.|去年营收增加了。|科技与经济
turnover|ˈtɜːrnoʊvər|n.|营业额；人员流动|Annual turnover keeps growing.|年度营业额持续增长。|科技与经济
asset|ˈæset|n.|资产；财产|The company owns many assets.|这家公司拥有很多资产。|科技与经济
liability|ˌlaɪəˈbɪləti|n.|负债；责任|Liability should be controlled.|负债应当得到控制。|科技与经济
audit|ˈɔːdɪt|n.|审计；查账|The annual audit is next week.|年度审计在下周进行。|科技与经济
upgrade|ˈʌp.ɡreɪd|v.|升级；改进|I should upgrade my phone soon.|我应该很快升级我的手机。|科技与经济
stock market|ˈstɑːk ˈmɑːrkɪt|phr.|股票市场|The stock market fell today.|今天股市下跌了。|科技与经济
consumer market|kənˈsuːmər ˈmɑːrkɪt|phr.|消费市场|The consumer market is huge.|消费市场非常庞大。|科技与经济
digital payment|ˈdɪdʒɪtl ˈpeɪmənt|phr.|数字支付|Digital payment is very popular.|数字支付非常流行。|科技与经济
smart device|smɑːrt dɪˈvaɪs|phr.|智能设备|This smart device tracks my steps.|这款智能设备记录我的步数。|科技与经济
tech company|tek ˈkʌmpəni|phr.|科技公司|The tech company hired many engineers.|这家科技公司雇用了很多工程师。|科技与经济
job market|dʒɑːb ˈmɑːrkɪt|phr.|就业市场|The job market is competitive now.|现在就业市场竞争激烈。|科技与经济
work from home|wɜːrk frəm hoʊm|phr.|在家办公|I work from home on Fridays.|我每周五在家办公。|科技与经济
software engineer|ˈsɔːftwer ˌendʒɪˈnɪr|phr.|软件工程师|The software engineer fixed the bug.|软件工程师修复了那个错误。|科技与经济
online shopping|ˌɑːnˈlaɪn ˈʃɑːpɪŋ|phr.|网购|Online shopping is really convenient.|网购真的非常方便。|科技与经济
artificial intelligence|ˌɑːrtɪˈfɪʃl ɪnˈtelɪdʒəns|phr.|人工智能|Artificial intelligence is everywhere now.|人工智能现在无处不在。|科技与经济
