ticket machine|ˈtɪkɪt məˈʃin|phr.|自动售票机|Use the ticket machine to buy a pass.|用自动售票机买通票。|城市交通与公共服务
carriage|ˈkærɪdʒ|n.|车厢|The carriage was quiet and clean.|车厢安静而整洁。|城市交通与公共服务
conductor|kənˈdʌktər|n.|售票员|The conductor checked our tickets.|售票员检查了我们的票。|城市交通与公共服务
timetable|ˈtaɪmˌteɪbəl|n.|时刻表|The timetable changed this week.|时刻表这周变了。|城市交通与公共服务
fare card|fɛr kɑrd|phr.|交通卡|I need to recharge my fare card.|我需要给交通卡充值。|城市交通与公共服务
traffic jam|ˈtræfɪk dʒæm|phr.|交通堵塞|We hit a traffic jam downtown.|我们在市中心遇上堵车。|城市交通与公共服务
rush hour|rʌʃ aʊr|phr.|高峰时段|Avoid the subway during rush hour.|高峰时段避开地铁。|城市交通与公共服务
road|roʊd|n.|道路|The road is closed for repairs.|这条路因维修关闭。|城市交通与公共服务
street|strit|n.|街道|This street has many shops.|这条街有很多商店。|城市交通与公共服务
avenue|ˈævəˌnu|n.|大街|The avenue leads to the park.|这条大街通向公园。|城市交通与公共服务
lane|leɪn|n.|车道|Keep in the right lane please.|请保持在右侧车道。|城市交通与公共服务
highway|ˈhaɪweɪ|n.|公路|The highway connects the two cities.|这条公路连接两座城市。|城市交通与公共服务
expressway|ɪkˈsprɛsˌweɪ|n.|高速公路|Driving on the expressway is fast.|在高速公路上开车很快。|城市交通与公共服务
intersection|ˌɪntərˈsɛkʃən|n.|十字路口|Turn left at the intersection.|在十字路口左转。|城市交通与公共服务
crossroad|ˈkrɔsˌroʊd|n.|交叉路口|The store is at the crossroad.|商店在交叉路口。|城市交通与公共服务
sidewalk|ˈsaɪdˌwɔk|n.|人行道|Walk on the sidewalk please.|请在人行道上行走。|城市交通与公共服务
pavement|ˈpeɪvmənt|n.|人行道|The pavement is wet after rain.|雨后人行道很湿。|城市交通与公共服务
traffic light|ˈtræfɪk laɪt|phr.|红绿灯|Stop when the traffic light is red.|红灯时请停车。|城市交通与公共服务
traffic sign|ˈtræfɪk saɪn|phr.|交通标志|Read the traffic sign carefully.|仔细看交通标志。|城市交通与公共服务
crosswalk|ˈkrɔsˌwɔk|n.|人行横道|Use the crosswalk to cross the street.|走人行横道过马路。|城市交通与公共服务
zebra crossing|ˈzibrə ˈkrɔsɪŋ|phr.|斑马线|Pedestrians should use the zebra crossing.|行人应走斑马线。|城市交通与公共服务
pedestrian|pəˈdɛstriən|n.|行人|Pedestrians walk on the sidewalk.|行人在人行道上行走。|城市交通与公共服务
motorway|ˈmoʊtərˌweɪ|n.|高速公路|The motorway was crowded at noon.|中午高速公路很拥挤。|城市交通与公共服务
toll|toʊl|n.|通行费|We paid a toll on the bridge.|我们在桥上付了通行费。|城市交通与公共服务
bridge|brɪdʒ|n.|桥|The bridge crosses the river.|这座桥横跨河流。|城市交通与公共服务
tunnel|ˈtʌnəl|n.|隧道|The car drove through the tunnel.|汽车穿过了隧道。|城市交通与公共服务
roundabout|ˈraʊndəˌbaʊt|n.|环岛|Drive around the roundabout slowly.|绕环岛慢速行驶。|城市交通与公共服务
signal|ˈsɪɡnəl|n.|信号灯|The signal turned green just now.|信号灯刚刚变绿。|城市交通与公共服务
speed|spid|n.|速度|The driver reduced the speed.|司机减慢了速度。|城市交通与公共服务
congestion|kənˈdʒɛstʃən|n.|拥堵|Traffic congestion is a city problem.|交通拥堵是个城市问题。|城市交通与公共服务
detour|ˈditʊr|n.|绕行|We took a detour due to construction.|因为施工我们绕行了。|城市交通与公共服务
direction|dəˈrɛkʃən|n.|方向|I lost my direction in the city.|我在城里迷了方向。|城市交通与公共服务
bypass|ˈbaɪˌpæs|n.|旁路|The bypass avoids the city center.|旁路避开市中心。|城市交通与公共服务
fork|fɔrk|n.|分岔|Take the fork to the right.|走右边的分岔。|城市交通与公共服务
junction|ˈdʒʌŋkʃən|n.|交叉口|Turn at the next junction.|在下一个交叉口转弯。|城市交通与公共服务
corner|ˈkɔrnər|n.|拐角|The bank is at the corner.|银行在拐角处。|城市交通与公共服务
travel|ˈtrævəl|v.|旅行|I love to travel by train.|我喜欢乘火车旅行。|城市交通与公共服务
journey|ˈdʒɜrni|n.|旅程|The journey took three hours.|旅程花了三个小时。|城市交通与公共服务
trip|trɪp|n.|旅行|My trip to Shanghai was fun.|我去上海的旅行很好玩。|城市交通与公共服务
tourist|ˈtʊrɪst|n.|游客|Many tourists visit the museum.|许多游客参观博物馆。|城市交通与公共服务
sightseeing|ˈsaɪtˌsiɪŋ|n.|观光|We went sightseeing this afternoon.|我们今天下午去观光。|城市交通与公共服务
guide|ɡaɪd|n.|导游|The guide showed us the palace.|导游带我们看了宫殿。|城市交通与公共服务
landmark|ˈlændˌmɑrk|n.|地标|The tower is a famous landmark.|这座塔是著名地标。|城市交通与公共服务
hotel|hoʊˈtɛl|n.|旅馆|We booked a hotel near the station.|我们订了车站附近的一家旅馆。|城市交通与公共服务
airport|ˈɛrˌpɔrt|n.|机场|The airport is far from downtown.|机场离市中心很远。|城市交通与公共服务
luggage|ˈlʌɡɪdʒ|n.|行李|My luggage is too heavy.|我的行李太重了。|城市交通与公共服务
passport|ˈpæsˌpɔrt|n.|护照|Please show your passport at the counter.|请在柜台出示护照。|城市交通与公共服务
visa|ˈvizə|n.|签证|She applied for a tourist visa.|她申请了旅游签证。|城市交通与公共服务
suitcase|ˈsutˌkeɪs|n.|行李箱|Pack your suitcase tonight.|今晚收拾好行李箱。|城市交通与公共服务
destination|ˌdɛstəˈneɪʃən|n.|目的地|Our destination is the old town.|我们的目的地是老城区。|城市交通与公共服务
itinerary|aɪˈtɪnəˌrɛri|n.|行程|My itinerary includes three cities.|我的行程包括三个城市。|城市交通与公共服务
excursion|ɪkˈskɜrʒən|n.|远足|We took an excursion to the lake.|我们去湖边远足。|城市交通与公共服务
tour|tʊr|n.|游览|The tour lasts two hours.|游览持续两个小时。|城市交通与公共服务
reservation|ˌrɛzərˈveɪʃən|n.|预订|I made a reservation for two nights.|我预订了两晚。|城市交通与公共服务
flight|flaɪt|n.|航班|My flight leaves at nine.|我的航班九点起飞。|城市交通与公共服务
airline|ˈɛrˌlaɪn|n.|航空公司|This airline offers cheap tickets.|这家航空公司提供廉价机票。|城市交通与公共服务
terminal|ˈtɜrmənəl|n.|航站楼|The international terminal is upstairs.|国际航站楼在楼上。|城市交通与公共服务
boarding|ˈbɔrdɪŋ|n.|登机|Boarding is at gate twelve.|登机在十二号登机口。|城市交通与公共服务
customs|ˈkʌstəmz|n.|海关|We waited at customs for an hour.|我们在海关等了一个小时。|城市交通与公共服务
baggage|ˈbæɡɪdʒ|n.|行李|Please check your baggage here.|请在这里托运行李。|城市交通与公共服务
attraction|əˈtrækʃən|n.|景点|The castle is the main attraction.|城堡是主要景点。|城市交通与公共服务
souvenir|ˌsuːvəˈnɪr|n.|纪念品|I bought a souvenir for my mom.|我给妈妈买了纪念品。|城市交通与公共服务
accommodation|əˌkɑməˈdeɪʃən|n.|住宿|The hotel provides good accommodation.|这家旅馆住宿条件好。|城市交通与公共服务
hostel|ˈhɑstəl|n.|青年旅舍|The hostel is cheap and clean.|这家青年旅舍便宜又干净。|城市交通与公共服务
map|mæp|n.|地图|Please show me the city map.|请给我看城市地图。|城市交通与公共服务
guidebook|ˈɡaɪdˌbʊk|n.|旅行指南|The guidebook lists good restaurants.|旅行指南列出了好餐馆。|城市交通与公共服务
library|ˈlaɪˌbrɛri|n.|图书馆|The library opens at nine.|图书馆九点开门。|城市交通与公共服务
hospital|ˈhɑspɪtəl|n.|医院|The hospital is next to the park.|医院在公园旁边。|城市交通与公共服务
school|skul|n.|学校|The school is near the bus stop.|学校在公交站附近。|城市交通与公共服务
museum|mjuˈziəm|n.|博物馆|The museum is free on Mondays.|博物馆周一免费。|城市交通与公共服务
post office|poʊst ˈɔfɪs|phr.|邮局|The post office closes at five.|邮局五点关门。|城市交通与公共服务
park|pɑrk|n.|公园|We had a picnic in the park.|我们在公园野餐。|城市交通与公共服务
fountain|ˈfaʊntən|n.|喷泉|The fountain is in the square.|喷泉在广场上。|城市交通与公共服务
bench|bɛntʃ|n.|长椅|We sat on a bench in the park.|我们坐在公园的长椅上。|城市交通与公共服务
plaza|ˈplɑzə|n.|广场|The plaza is busy in the evening.|傍晚广场很热闹。|城市交通与公共服务
square|skwɛr|n.|广场|The concert is in the town square.|音乐会在市政广场举行。|城市交通与公共服务
cinema|ˈsɪnəmə|n.|电影院|The cinema is across the street.|电影院在街对面。|城市交通与公共服务
theater|ˈθiːətər|n.|剧院|We watched a play at the theater.|我们在剧院看了一场戏。|城市交通与公共服务
restaurant|ˈrɛstərɑnt|n.|餐馆|This restaurant serves local food.|这家餐馆供应本地菜。|城市交通与公共服务
cafe|kæˈfeɪ|n.|咖啡馆|Let's rest at the cafe.|我们在咖啡馆歇歇吧。|城市交通与公共服务
supermarket|ˈsuːpərˌmɑrkɪt|n.|超市|The supermarket is open all day.|超市全天营业。|城市交通与公共服务
market|ˈmɑrkɪt|n.|市场|The market sells fresh vegetables.|这个市场卖新鲜蔬菜。|城市交通与公共服务
clinic|ˈklɪnɪk|n.|诊所|The clinic is on the second floor.|诊所在二楼。|城市交通与公共服务
pharmacy|ˈfɑrməsi|n.|药店|The pharmacy is open late.|这家药店营业到很晚。|城市交通与公共服务
bank|bæŋk|n.|银行|I need to go to the bank.|我需要去银行。|城市交通与公共服务
stadium|ˈsteɪdiəm|n.|体育场|The stadium holds fifty thousand fans.|体育场可容纳五万球迷。|城市交通与公共服务
gym|dʒɪm|n.|健身房|I work out at the gym daily.|我每天在健身房锻炼。|城市交通与公共服务
church|tʃɜrtʃ|n.|教堂|The church is very old.|这座教堂很古老。|城市交通与公共服务
gallery|ˈɡæləri|n.|画廊|The gallery shows modern art.|这家画廊展出现代艺术。|城市交通与公共服务
zoo|zu|n.|动物园|The zoo opens at eight.|动物园八点开门。|城市交通与公共服务
garden|ˈɡɑrdən|n.|花园|The garden is beautiful in spring.|春天花园很漂亮。|城市交通与公共服务
playground|ˈpleɪˌɡraʊnd|n.|游乐场|Kids play in the playground.|孩子们在游乐场玩。|城市交通与公共服务
community|kəˈmjutəti|n.|社区|The community center is nearby.|社区活动中心就在附近。|城市交通与公共服务
neighborhood|ˈneɪbərˌhʊd|n.|街区|I live in a quiet neighborhood.|我住在一个安静的街区。|城市交通与公共服务
facility|fəˈsɪləti|n.|设施|The sports facility is open to all.|这个体育设施对所有人开放。|城市交通与公共服务
account|əˈkaʊnt|n.|账户|I opened a bank account today.|我今天开了一个银行账户。|城市交通与公共服务
deposit|dɪˈpɑzɪt|v.|存款|I want to deposit some money.|我想存一些钱。|城市交通与公共服务
withdraw|wɪðˈdrɔ|v.|取款|You can withdraw cash here.|你可以在这里取现金。|城市交通与公共服务
loan|loʊn|n.|贷款|He applied for a car loan.|他申请了汽车贷款。|城市交通与公共服务
savings|ˈseɪvɪŋz|n.|储蓄|My savings are in the bank.|我的储蓄存在银行里。|城市交通与公共服务
interest|ˈɪntrəst|n.|利息|The bank pays high interest.|这家银行支付高利息。|城市交通与公共服务
balance|ˈbæləns|n.|余额|Check your account balance first.|先查一下账户余额。|城市交通与公共服务
teller|ˈtɛlər|n.|柜员|The teller helped me quickly.|柜员很快帮我办了业务。|城市交通与公共服务
transaction|trænˈzækʃən|n.|交易|The transaction was completed.|交易完成了。|城市交通与公共服务
currency|ˈkɜrənsi|n.|货币|I exchanged foreign currency.|我兑换了外币。|城市交通与公共服务
cash|kæʃ|n.|现金|He paid in cash.|他用现金支付。|城市交通与公共服务
check|tʃɛk|n.|支票|She wrote a check for the rent.|她开了一张租金支票。|城市交通与公共服务
postal|ˈpoʊstəl|adj.|邮政的|The postal service is reliable.|邮政服务很可靠。|城市交通与公共服务
parcel|ˈpɑrsəl|n.|包裹|I mailed a parcel to my friend.|我寄了一个包裹给朋友。|城市交通与公共服务
stamp|stæmp|n.|邮票|I need a stamp for this letter.|这封信需要贴邮票。|城市交通与公共服务
envelope|ˈɛnvəˌloʊp|n.|信封|Put the letter in an envelope.|把信装进信封。|城市交通与公共服务
mail|meɪl|n.|邮件|The mail arrives at noon.|邮件中午送达。|城市交通与公共服务
post|poʊst|v.|邮寄|Please post this package today.|请今天寄这个包裹。|城市交通与公共服务
postage|ˈpoʊstɪdʒ|n.|邮资|The postage is two dollars.|邮资两美元。|城市交通与公共服务
postman|ˈpoʊstmən|n.|邮递员|The postman delivers letters daily.|邮递员每天送信。|城市交通与公共服务
mailbox|ˈmeɪlˌbɑks|n.|邮箱|Drop the letter in the mailbox.|把信投进邮箱。|城市交通与公共服务
government|ˈɡʌvərnmənt|n.|政府|The government built a new road.|政府修建了一条新路。|城市交通与公共服务
mayor|ˈmeɪər|n.|市长|The mayor spoke at the ceremony.|市长在仪式上讲话。|城市交通与公共服务
office|ˈɔfɪs|n.|办公室|The office opens at eight.|办公室八点开门。|城市交通与公共服务
council|ˈkaʊnsəl|n.|委员会|The council approved the budget.|委员会批准了预算。|城市交通与公共服务
department|dɪˈpɑrtmənt|n.|部门|He works at the transport department.|他在交通部门工作。|城市交通与公共服务
bureau|ˈbjʊroʊ|n.|局|The city bureau manages the roads.|市政局管理道路。|城市交通与公共服务
service|ˈsɜrvɪs|n.|服务|The bus service is punctual.|公交服务很准时。|城市交通与公共服务
utility|juˈtɪləti|n.|公用事业|The utility company fixed the lights.|公用事业公司修好了灯。|城市交通与公共服务
police|pəˈlis|n.|警察|The police direct the traffic.|警察指挥交通。|城市交通与公共服务
fire station|faɪr ˈsteɪʃən|phr.|消防站|The fire station is on Main Street.|消防站在主街上。|城市交通与公共服务
recycling|ˌriˈsaɪkəlɪŋ|n.|回收|Recycling reduces city waste.|回收减少城市垃圾。|城市交通与公共服务
garbage|ˈɡɑrbɪdʒ|n.|垃圾|Take out the garbage tonight.|今晚把垃圾拿出去。|城市交通与公共服务
streetlight|ˈstritˌlaɪt|n.|路灯|The streetlight is out on this block.|这个街区的路灯坏了。|城市交通与公共服务
infrastructure|ˈɪnfrəˌstrʌktʃər|n.|基础设施|The city improved its infrastructure.|城市改善了基础设施。|城市交通与公共服务
citizen|ˈsɪtɪzən|n.|公民|Every citizen can use public transport.|每个公民都能使用公共交通。|城市交通与公共服务
resident|ˈrɛzədənt|n.|居民|The residents opposed the new road.|居民反对修新路。|城市交通与公共服务
administration|ədˌmɪnəˈstreɪʃən|n.|行政|The city administration moved offices.|市政部门搬迁了办公室。|城市交通与公共服务
regulation|ˌrɛɡjəˈleɪʃən|n.|规定|New parking regulations take effect.|新的停车规定生效了。|城市交通与公共服务
permit|pərˈmɪt|n.|许可证|You need a permit to park here.|在这里停车需要许可证。|城市交通与公共服务
license|ˈlaɪsəns|n.|执照|He obtained a driving license.|他拿到了驾照。|城市交通与公共服务
tax|tæks|n.|税|The city raised the transport tax.|城市提高了交通税。|城市交通与公共服务
budget|ˈbʌdʒɪt|n.|预算|The budget for roads increased.|道路预算增加了。|城市交通与公共服务
project|ˈprɑdʒɛkt|n.|项目|The subway project started in May.|地铁项目五月开工。|城市交通与公共服务
maintenance|ˈmeɪntənəns|n.|维护|Road maintenance happens at night.|道路维护在夜间进行。|城市交通与公共服务
construction|kənˈstrʌkʃən|n.|建设|The construction caused heavy traffic.|施工造成了交通拥堵。|城市交通与公共服务
renovation|ˌrɛnəˈveɪʃən|n.|翻新|The station is under renovation.|车站正在翻新。|城市交通与公共服务
district|ˈdɪstrɪkt|n.|区域|This district is the business center.|这个区域是商业中心。|城市交通与公共服务
zone|zoʊn|n.|区域|This zone is for pedestrians only.|这个区域只准行人通行。|城市交通与公共服务
municipal|mjuˈnɪsəpəl|adj.|市政的|The municipal building is downtown.|市政大楼位于市中心。|城市交通与公共服务
transport|ˈtrænspɔrt|n.|运输|Public transport is convenient here.|这里的公共交通很方便。|城市交通与公共服务
transportation|ˌtrænspərˈteɪʃən|n.|交通|Transportation improves with the new line.|新线路改善了交通。|城市交通与公共服务
public|ˈpʌblɪk|adj.|公共的|Public transport is the best option.|公共交通是最好的选择。|城市交通与公共服务
traffic police|ˈtræfɪk pəˈlis|phr.|交通警察|The traffic police stopped the car.|交通警察拦下了那辆车。|城市交通与公共服务
bus lane|bʌs leɪn|phr.|公交专用道|Keep the bus lane clear.|请保持公交专用道畅通。|城市交通与公共服务
parking lot|ˈpɑrkɪŋ lɑt|phr.|停车场|The parking lot is crowded.|停车场很拥挤。|城市交通与公共服务
garage|ɡəˈrɑʒ|n.|车库|Put the car in the garage.|把车停进车库。|城市交通与公共服务
pedestrian crossing|pəˈdɛstriən ˈkrɔsɪŋ|phr.|人行横道|Use the pedestrian crossing.|请走人行横道。|城市交通与公共服务
one-way|wʌn weɪ|phr.|单行道|This is a one-way street.|这是一条单行道。|城市交通与公共服务
cycling|ˈsaɪklɪŋ|n.|骑行|Cycling is popular in the city.|骑行在这座城市很流行。|城市交通与公共服务
bicycle|ˈbaɪsɪkəl|n.|自行车|I ride a bicycle to school.|我骑自行车上学。|城市交通与公共服务
motorcycle|ˈmoʊtərˌsaɪkəl|n.|摩托车|He parks his motorcycle outside.|他把摩托车停在室外。|城市交通与公共服务
bus route|bʌs rut|phr.|公交线路|The bus route was changed.|公交线路改了。|城市交通与公共服务
traffic flow|ˈtræfɪk floʊ|phr.|车流|Traffic flow improved after the repairs.|维修后车流改善了。|城市交通与公共服务
accident|ˈæksədənt|n.|事故|The accident blocked the road.|事故堵塞了道路。|城市交通与公共服务
emergency|ɪˈmɜrdʒənsi|n.|紧急情况|Call the police in an emergency.|紧急情况请报警。|城市交通与公共服务
ambulance|ˈæmbjələns|n.|救护车|The ambulance took him to hospital.|救护车把他送去了医院。|城市交通与公共服务
fire engine|faɪr ˈɛndʒən|phr.|消防车|The fire engine raced down the street.|消防车沿街疾驰。|城市交通与公共服务
police station|pəˈlis ˈsteɪʃən|phr.|警察局|The police station is open all night.|警察局通宵开门。|城市交通与公共服务
city hall|ˈsɪti hɔl|phr.|市政厅|City hall is near the plaza.|市政厅在广场附近。|城市交通与公共服务
town hall|taʊn hɔl|phr.|市政厅|The meeting was at town hall.|会议在市政厅举行。|城市交通与公共服务
underground|ˈʌndərɡraʊnd|n.|地铁|The underground is clean and fast.|地铁干净又快。|城市交通与公共服务
railway|ˈreɪlˌweɪ|n.|铁路|The railway runs beside the road.|铁路沿公路延伸。|城市交通与公共服务
track|træk|n.|轨道|The train is on the right track.|火车在右侧轨道上。|城市交通与公共服务
crossing|ˈkrɔsɪŋ|n.|人行横道|Wait for the crossing light.|等过街灯变绿。|城市交通与公共服务
depart|dɪˈpɑrt|v.|出发|The bus departs at eight.|公交车八点出发。|城市交通与公共服务
arrival|əˈraɪvəl|n.|到达|The arrival was delayed by an hour.|到达延误了一小时。|城市交通与公共服务
departure|dɪˈpɑrtʃər|n.|出发|The departure time is on the board.|出发时间在指示牌上。|城市交通与公共服务
barrier|ˈbæriər|n.|护栏|The barrier blocks the road.|护栏挡住了道路。|城市交通与公共服务
alley|ˈæli|n.|小巷|We walked through a narrow alley.|我们穿过一条狭窄的小巷。|城市交通与公共服务
block|blɑk|n.|街区|The store is two blocks away.|商店在两个街区外。|城市交通与公共服务
suburb|ˈsʌbɜrb|n.|郊区|They live in the suburbs.|他们住在郊区。|城市交通与公共服务
